,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,xrm
20150424,0.04,-0.38,-0.44,-0.37,-0.35,-0.28,-0.46,-0.3,-0.07,0.02,0.17
20150427,-1.38,-1.32,-1.03,-1.07,-0.65,-1.07,-0.69,-0.68,-0.53,-0.43,-0.54
20150428,0.41,0.79,0.72,0.52,0.53,0.48,0.46,-0.05,0.14,0.33,0.27
20150429,-0.63,-1.09,-0.79,-0.6,-0.81,-0.35,-0.05,-0.16,-0.36,-0.11,-0.38
20150430,-1.5,-2.54,-2.16,-1.74,-1.42,-1.25,-1.23,-0.62,-0.71,-1.02,-1.11
20150501,0.37,0.61,0.46,0.78,0.35,0.66,0.97,1.16,0.9,1.11,1.01
20150504,0.49,0.39,0.54,0.39,0.46,0.25,0.4,0.3,0.22,0.25,0.32
20150505,-1,-1.27,-1.41,-1.03,-1.1,-1.24,-1.46,-1.27,-1.18,-1.21,-1.19
20150506,-0.32,0.46,0.32,0.02,0.09,0.51,-0.35,-0.06,-0.42,-0.35,-0.31
20150507,0.14,0.5,0.32,0.13,0.17,0.14,0.1,0.32,0.23,0.28,0.39
20150508,0.28,1.03,0.4,0.77,0.87,0.87,0.92,0.98,1.17,1.21,1.21
20150511,0.09,0.36,0.23,0.22,0.1,0.17,-0.08,0.03,-0.41,-0.53,-0.39
20150512,-0.14,-0.4,-0.18,-0.2,-0.29,-0.1,-0.21,-0.36,-0.26,-0.26,-0.27
20150513,-0.01,-0.04,-0.08,0.04,0.1,0.28,0.11,-0.04,-0.07,-0.07,0.01
20150514,0.32,0.98,0.83,0.84,0.65,0.86,0.63,0.86,0.69,0.9,1.01
20150515,0.31,-0.15,-0.32,-0.2,-0.06,0.04,0.01,0.11,0.19,0.21,0.05
20150518,0.26,0.86,0.96,1.21,0.91,0.82,0.74,0.73,0.37,0.27,0.44
20150519,-0.65,-0.56,-0.36,-0.15,-0.26,-0.34,-0.6,-0.11,-0.28,-0.21,-0.09
20150520,0.19,0.05,0.24,0.14,0.06,0.16,-0.01,0.15,-0.01,-0.09,-0.05
20150521,-0.13,-0.14,0.1,0.11,0.06,0.05,0.57,0.37,0.21,0.43,0.23
20150522,-0.15,-0.56,-0.41,-0.44,-0.32,-0.11,-0.19,-0.08,-0.17,-0.24,-0.22
20150526,-0.66,-1.19,-1.08,-1.14,-1.26,-1.07,-1.21,-1.18,-1.1,-1.01,-1.01
20150527,0.72,1.17,1.04,1.06,1.15,0.86,0.64,0.69,0.95,0.82,0.93
20150528,0.15,-0.25,-0.1,-0.01,-0.05,-0.04,-0.29,-0.27,-0.19,-0.15,-0.12
20150529,0.06,-0.19,-0.59,-0.69,-0.63,-0.53,-0.52,-0.61,-0.43,-0.61,-0.58
20150601,-0.08,0.1,0.24,0.04,-0.14,0.13,-0.05,0.1,0.02,0.16,0.17
20150602,0.6,0.79,0.72,0.38,0.42,0.5,0.38,0.18,0.05,0.03,-0.02
20150603,0.98,1.61,1.23,1.06,1.03,0.74,0.38,0.45,0.11,0.2,0.39
20150604,-0.4,-0.88,-1.07,-1.18,-0.94,-1.15,-1.1,-1.1,-0.73,-0.96,-0.88
20150605,0.63,1.3,1.05,0.83,0.69,0.5,0.61,0.3,0.08,0.05,0.06
20150608,-0.16,-0.49,-0.65,-0.62,-0.72,-0.57,-0.78,-0.72,-0.78,-0.69,-0.66
20150609,-0.23,-0.28,-0.39,-0.24,-0.11,-0.12,-0.08,-0.09,-0.02,0.08,0.02
20150610,0.82,1.31,1.54,1.41,1.37,1.22,1.17,1.08,0.99,1.25,1.2
20150611,-0.14,0.15,-0.05,-0.03,0.04,0.21,0.2,0.41,0.15,0.19,0.21
20150612,0.17,-0.18,-0.37,-0.38,-0.32,-0.43,-0.54,-0.55,-0.66,-0.66,-0.63
20150615,-0.07,-0.16,-0.54,-0.48,-0.03,-0.51,-0.6,-0.57,-0.5,-0.41,-0.45
20150616,0.21,0.43,0.64,0.62,0.68,0.54,0.44,0.56,0.5,0.54,0.57
20150617,-0.22,-0.14,0.05,-0.22,-0.21,-0.08,-0.03,0.21,0.34,0.19,0.16
20150618,0.51,1.28,1.18,1.03,0.84,0.72,0.72,0.88,0.78,0.94,0.99
20150619,-0.52,0.17,0,0,-0.08,-0.21,-0.3,-0.05,-0.5,-0.54,-0.43
20150622,0.68,0.67,0.88,0.48,0.62,0.56,0.58,0.52,0.48,0.75,0.63
20150623,0.37,0.43,0.63,0.5,0.46,0.29,0.27,0.11,-0.04,0.11,0.12
20150624,-0.6,-1.05,-1.1,-0.87,-0.88,-1,-1.15,-0.88,-0.82,-0.79,-0.79
20150625,-0.19,0.18,-0.08,-0.13,-0.12,-0.25,-0.4,-0.3,-0.41,-0.35,-0.25
20150626,-0.73,-0.5,-0.23,-0.13,-0.1,-0.12,-0.05,0.07,0,-0.11,-0.06
20150629,-1.99,-2.66,-2.72,-2.72,-2.56,-2.54,-2.14,-2.24,-2.15,-2.2,-2.15
20150630,0.41,0.77,0.52,0.39,0.23,0.39,0.23,0.32,0.3,0.32,0.33
20150701,-0.18,-0.24,-0.15,0.07,-0.19,0.18,0.25,0.46,0.61,0.74,0.6
20150702,-0.36,-1.05,-0.7,-0.77,-0.44,-0.45,-0.12,-0.07,-0.02,-0.08,-0.11
20150706,-0.66,-0.13,-0.02,-0.34,-0.51,-0.56,-0.36,-0.64,-0.53,-0.35,-0.37
20150707,-0.69,-0.14,-0.18,0.08,0.25,0.18,0.43,0.76,0.71,0.57,0.53
20150708,-2.08,-1.93,-1.66,-1.64,-1.87,-1.62,-1.77,-1.99,-1.85,-1.73,-1.68
20150709,0.83,0.67,0.6,0.43,0.57,0.53,0.28,0.46,0.24,0.38,0.29
20150710,1.18,1.68,1.6,1.57,1.03,1,1.1,1.14,0.97,1.29,1.24
20150713,0.9,0.91,1.24,1.1,0.97,1.3,0.94,0.96,1.02,1.08,1.14
20150714,0.47,0.76,0.65,0.6,0.62,0.46,0.58,0.55,0.4,0.45,0.47
20150715,-0.77,-1.21,-0.99,-0.82,-0.87,-0.85,-0.6,-0.62,-0.39,-0.15,-0.19
20150716,0.1,0.52,0.82,0.65,0.47,0.35,0.61,0.52,0.57,0.69,0.78
20150717,-0.22,-0.61,-0.65,-0.43,-0.75,-0.9,-0.66,-0.6,-0.5,-0.04,0.05
20150720,-1.76,-1.39,-0.81,-0.45,-0.71,-0.48,-0.02,-0.39,-0.28,0.04,-0.01
20150721,-0.14,-0.17,-0.11,-0.47,-0.44,-0.77,-0.43,-0.67,-0.4,-0.4,-0.47
20150722,-0.37,-0.25,0.05,0.28,-0.01,0.01,0.27,0.05,0.04,-0.13,-0.18
20150723,-0.43,-1.33,-1.15,-0.96,-0.56,-0.62,-0.57,-0.29,-0.35,-0.51,-0.6
20150724,-1.06,-1.28,-1.96,-1.71,-1.75,-0.91,-1.17,-1.08,-1.09,-1.25,-1.08
20150727,-1.17,-1.24,-1,-1.01,-1.2,-1.23,-0.94,-0.91,-0.88,-0.73,-0.74
20150728,0.23,0.62,0.92,1.02,1.24,1.1,1.49,1.38,1.31,1.42,1.23
20150729,0.61,0.21,0.36,0.56,0.97,0.89,1.15,1.16,0.68,0.77,0.74
20150730,-0.03,-0.1,0.44,0.28,0.29,0.15,0.27,0.28,-0.06,0.14,0.12
20150731,0.21,0.67,0.72,0.07,0.4,0.35,0.18,0.08,-0.1,-0.16,-0.15
20150803,-0.83,-1.04,-0.58,-0.68,-0.9,-0.82,-0.43,-0.63,-0.62,-0.2,-0.35
20150804,-0.1,-0.15,-0.01,-0.35,-0.31,0.23,-0.29,0.19,-0.05,-0.06,-0.14
20150805,-0.09,0.4,0.17,0.2,0.48,0.57,0.27,0.42,0.33,0.46,0.36
20150806,-0.74,-0.82,-0.92,-1.36,-1.03,-0.81,-1.09,-0.96,-0.82,-0.8,-0.88
20150807,-0.53,-1.12,-1,-0.75,-0.71,-0.52,-0.38,-0.28,-0.23,-0.35,-0.36
20150810,0.99,1.76,1.67,1.63,1.75,2,1.44,1.81,1.62,1.3,1.32
20150811,-0.59,-1.55,-1.01,-1.15,-1.07,-1.06,-1.26,-1.11,-0.95,-0.92,-0.98
20150812,0.47,0.24,-0.07,0.04,-0.18,-0.15,0.05,0.2,0.25,-0.01,0.07
20150813,-0.12,-0.87,-0.72,-0.57,-0.5,-0.24,-0.33,-0.24,-0.23,0,-0.14
20150814,0.15,0.66,0.46,0.61,0.41,0.62,0.51,0.43,0.44,0.37,0.43
20150817,0,0.77,1.21,0.85,1.06,0.95,0.9,0.69,0.68,0.61,0.6
20150818,-0.49,-1.18,-0.87,-1.12,-0.79,-0.61,-0.54,-0.32,-0.3,-0.22,-0.35
20150819,-0.61,-1.01,-1.13,-1.13,-1.33,-1.1,-1.06,-1.05,-0.7,-0.92,-0.85
20150820,-1.79,-2.47,-2.54,-2.74,-2.79,-2.62,-2.61,-2.6,-2.16,-2.27,-2.24
20150821,-0.96,-0.48,-0.88,-1.53,-1.76,-1.82,-2.35,-2.74,-2.55,-3.12,-2.95
20150824,-3.17,-3.15,-3.8,-3.6,-3.94,-3.87,-3.77,-4.14,-3.88,-4.03,-3.9
20150825,0.52,-0.33,-0.87,-0.5,-0.7,-0.71,-0.43,-1.19,-1.25,-1.32,-1.17
20150826,0.76,2.46,2.28,2.56,2.66,2.43,2.52,3.19,3.02,3.73,3.68
20150827,2.42,2.02,1.9,2.1,2.63,2.81,2.7,2.83,2.78,2.47,2.4
20150828,1.43,1.67,1.25,1.17,1.2,0.79,0.53,0.51,0.49,0.11,0.23
20150831,1.24,0.48,0.17,-0.07,0.01,-0.3,-0.58,-0.61,-0.63,-0.85,-0.74
20150901,-0.97,-2.77,-2.78,-2.85,-2.97,-2.99,-2.86,-2.94,-2.84,-2.84,-2.91
20150902,0.26,1.65,1.68,1.57,1.43,1.59,1.49,1.75,1.5,1.73,1.81
20150903,0.34,-0.66,-0.14,0.05,0.2,0.26,0.47,0.56,0.48,0.17,0.17
20150904,0.15,-0.46,-0.51,-0.68,-0.97,-1.19,-1.07,-1.45,-1.26,-1.5,-1.39
20150908,0.89,1.96,1.95,2.53,2.31,2.45,2.72,2.67,2.42,2.53,2.52
20150909,-0.48,-1.1,-1.21,-1.4,-1.37,-1.05,-1.11,-1.29,-1.43,-1.28,-1.34
20150910,0.27,0.53,0.5,0.31,0.34,0.12,0.26,0.23,0.42,0.39,0.49
20150911,0.06,0.03,0.14,0.08,-0.02,0.22,0.43,0.23,0.28,0.41,0.44
20150914,-0.53,-0.56,-0.42,-0.56,-0.4,-0.65,-0.42,-0.37,-0.51,-0.51,-0.41
20150915,0.51,1.09,1.32,1.11,1.28,1.28,1.24,1.05,1.15,1.27,1.22
20150916,0.7,0.83,0.95,0.94,1.24,1.19,0.87,1.09,1.13,0.87,0.84
20150917,0.48,0.85,0.59,0.58,0.32,-0.28,0.03,-0.27,-0.09,-0.19,-0.17
20150918,2.34,-1.23,-1.55,-1.59,-1.71,-2.08,-1.52,-1.81,-1.68,-1.73,-1.62
20150921,-1.11,-0.56,-0.59,-0.44,-0.29,0.02,-0.15,0.13,0.29,0.35,0.36
20150922,-1.18,-1.75,-1.87,-1.72,-1.6,-1.56,-1.55,-1.61,-1.53,-1.22,-1.29
20150923,-0.7,-0.68,-0.49,-0.49,-0.86,-0.64,-0.65,-0.7,-0.48,-0.32,-0.27
20150924,-0.22,0.19,-0.13,-0.15,-0.11,-0.41,-0.61,-0.46,-0.25,-0.51,-0.36
20150925,-1.91,-2.76,-1.87,-1.53,-1.09,-0.8,-0.58,-0.31,0.09,-0.23,-0.22
20150928,-2.88,-2.8,-2.9,-3.19,-3.09,-3.05,-3.32,-3.54,-2.85,-2.88,-2.63
20150929,-1.15,-1.12,-0.83,-1.12,-0.33,-0.52,-0.47,-0.32,-0.08,0.24,-0.07
20150930,0.95,1.36,1.35,1.7,1.52,1.85,2.01,1.99,2.1,2.03,1.88
20151001,-0.76,-0.45,-0.5,-0.46,-0.04,-0.25,-0.12,0.08,0.01,0.29,0.13
20151002,1.31,2.13,2.11,1.8,2.56,1.94,1.84,1.83,1.83,1.6,1.48
20151005,2.11,3.38,3.04,2.9,2.55,2.41,2,1.96,2.03,1.85,1.93
20151006,0.8,-0.45,-0.61,-0.33,-0.36,-0.08,-0.43,-0.39,-0.44,-0.63,-0.43
20151007,0.78,2.04,1.91,1.96,1.22,1.57,1.31,1.43,0.94,0.76,0.94
20151008,1.37,1.27,0.91,1.2,1.17,1.11,0.92,1.14,1.05,0.94,0.84
20151009,0.49,0.42,0.21,0.21,0.22,0.3,0.29,0.14,-0.17,0.12,0.12
20151012,-0.64,-0.53,-0.46,-0.72,-0.47,-0.38,-0.27,-0.42,-0.18,0.18,0.06
20151013,-0.64,-1.3,-1.63,-1.47,-1.5,-1.2,-1.22,-1.09,-0.83,-0.84,-0.74
20151014,-0.58,-0.89,-0.73,-0.84,-0.46,-0.84,-0.75,-0.21,-0.29,-0.48,-0.6
20151015,1.88,3.31,2.7,2.28,1.93,1.61,1.46,1.32,1.34,1.49,1.56
20151016,-0.16,-0.35,-0.41,-0.28,0.04,-0.2,-0.3,0.23,0.15,0.4,0.36
20151019,-0.27,-0.32,0.13,0.04,0.03,-0.16,-0.13,-0.15,-0.22,-0.03,0
20151020,0.14,-0.01,0.05,-0.22,-0.02,-0.18,-0.05,0,0.11,-0.17,-0.15
20151021,-1.24,-1.81,-1.63,-1.67,-1.69,-1.49,-1.2,-1.18,-0.98,-0.59,-0.74
20151022,0.2,0.86,0.72,0.59,0.96,0.75,0.61,0.9,1.34,1.46,1.5
20151023,0.29,1.21,1.28,1.39,0.94,0.87,1.16,0.46,0.42,0.92,1.09
20151026,-0.83,-1.17,-1.08,-0.79,-0.51,-0.34,-0.33,-0.28,-0.39,-0.15,-0.2
20151027,-1.58,-1.85,-1.56,-1.57,-1.21,-1.29,-0.91,-0.5,-0.6,-0.18,-0.42
20151028,1.93,3.89,3.25,3.12,2.97,2.84,1.96,2.11,1.3,1.18,1.43
20151029,-0.61,-1.59,-0.77,-1.1,-0.83,-0.68,-0.43,-0.47,-0.07,-0.02,-0.2
20151030,-0.54,-0.37,-0.32,-0.24,0.17,0.11,0.07,0.05,0.05,-0.43,-0.41
20151102,2.01,2.6,2.48,2.79,2.02,2.01,1.68,1.47,1.08,1.15,1.25
20151103,0.71,1.06,1,0.89,0.91,0.49,0.2,0.11,0.42,0.32,0.32
20151104,0.24,-0.14,-0.23,0.02,-0.06,-0.51,-0.17,-0.02,-0.46,-0.32,-0.26
20151105,-0.56,-0.38,0.12,0.19,-0.15,-0.09,-0.19,-0.15,-0.16,-0.13,-0.08
20151106,0.33,1.12,1.3,1.25,0.94,0.33,0.5,0.35,-0.31,0.18,0.14
20151109,-0.45,-1.63,-1.35,-1.37,-1.02,-1.08,-0.89,-0.87,-0.82,-1.01,-0.95
20151110,-0.77,-0.53,-0.11,0.06,0.37,-0.03,0.14,0.14,0.16,0.13,0.13
20151111,-0.91,-1.15,-1.03,-1.16,-1.09,-1.16,-0.91,-0.91,-0.72,-0.39,-0.43
20151112,-1.29,-2.15,-2,-2.08,-2.11,-1.98,-2.19,-1.77,-1.34,-1.45,-1.45
20151113,-0.6,-0.51,-0.44,-0.73,-0.88,-0.95,-0.76,-0.71,-1.06,-0.74,-1.06
20151116,-0.16,0.34,0.83,0.97,1.19,0.98,1.3,1.35,1.42,1.5,1.39
20151117,-0.55,-0.8,-0.57,-0.49,-0.35,-0.49,-0.2,-0.34,-0.39,-0.05,-0.11
20151118,0.09,1.61,1.93,1.82,1.82,1.74,1.71,1.71,1.66,1.53,1.61
20151119,0.31,-0.93,-0.58,-0.29,-0.4,-0.64,-0.26,-0.43,0.07,-0.31,-0.13
20151120,0.35,0.77,0.66,0.93,0.3,0.33,0.39,0.16,0.09,0.47,0.35
20151123,0.57,0.68,0.64,0.72,0.5,0.27,0.43,0.26,-0.01,-0.11,-0.01
20151124,0.73,1.14,1.15,1.03,1.01,0.92,0.46,0.79,0.4,0.15,0.21
20151125,0.86,1.38,0.91,0.89,0.78,0.65,0.53,0.03,0.28,-0.01,0.09
20151127,0.76,0.54,0.31,0.19,-0.06,0.04,0.14,-0.05,-0.03,0.12,0.09
20151130,0.31,0.22,0.05,-0.17,-0.39,-0.43,-0.39,-0.35,-0.3,-0.51,-0.47
20151201,0.49,0.08,0.38,0.4,0.54,0.68,0.67,0.92,0.73,1.12,0.97
20151202,-0.99,-0.66,-0.88,-0.72,-1.13,-1.14,-0.92,-1.34,-1.33,-1.05,-1.01
20151203,-0.7,-1.62,-1.84,-1.81,-1.82,-1.69,-1.47,-1.63,-1.29,-1.57,-1.5
20151204,-0.19,0.24,0.66,1.02,0.86,0.79,0.86,0.95,1.68,1.88,1.86
20151207,-2.22,-2.04,-2.07,-1.96,-1.88,-1.78,-1.76,-1.36,-0.62,-0.79,-0.84
20151208,-0.17,-0.36,-0.48,-0.48,-0.17,-0.84,-0.49,-0.62,-0.56,-0.68,-0.59
20151209,-0.6,-0.93,-1.07,-0.93,-1.01,-0.74,-0.74,-0.77,-0.66,-0.63,-0.83
20151210,0.49,0.81,0.62,0.6,0.46,0.45,0.49,0.22,0.35,0.35,0.3
20151211,-1.96,-2.68,-2.65,-2.44,-2.54,-2.28,-2.21,-2.28,-2.06,-2.11,-2.03
20151214,-1.5,-1.13,-0.82,-1.03,-0.95,-0.77,-0.71,-0.59,-0.27,0.25,0.29
20151215,0.54,1.52,1.6,1.7,1.35,1.41,1.28,1.48,1.11,1.1,1.1
20151216,0.96,1.89,1.69,1.65,1.43,1.09,1.61,1.51,1.26,1.48,1.47
20151217,0.05,-0.88,-1.46,-1.24,-1.5,-1.52,-1.4,-1.73,-1.82,-1.53,-1.46
20151218,0.19,-0.76,-0.71,-1.36,-1.26,-1.35,-1.29,-1.13,-1.42,-1.77,-1.7
20151221,0.3,0.65,0.65,0.81,0.23,0.83,0.69,0.82,0.5,0.84,0.74
20151222,0.3,0.93,1.16,0.98,1.06,1.27,0.91,0.76,1.2,1.03,0.89
20151223,1.5,1.88,1.54,1.89,2.19,1.95,1.64,1.97,1.84,1.39,1.3
20151224,0.24,0.45,0.21,0.1,-0.08,0.02,0.13,-0.02,-0.16,-0.12,-0.11
20151228,-1.02,-1.25,-1.06,-0.98,-1.3,-0.68,-0.55,-0.43,-0.51,-0.4,-0.29
20151229,0.53,0.91,1.25,1.18,1.07,1.06,0.84,0.79,0.93,1.08,1.05
20151230,-0.25,-1.14,-1.11,-0.95,-0.95,-0.92,-0.85,-0.91,-0.92,-0.7,-0.74
20151231,0.37,-1.18,-1.1,-1.04,-0.8,-0.73,-0.63,-0.31,-0.7,-0.78,-0.92
20160104,-0.72,-2.78,-2.43,-2.13,-2.03,-1.47,-1.23,-1.03,-1.11,-1.6,-1.59
20160105,0.01,-0.2,-0.24,-0.35,-0.49,-0.38,-0.15,-0.03,0.11,0.19,0.12
20160106,-1.12,-1.86,-1.83,-1.86,-2.28,-1.98,-2.19,-2.34,-2.06,-1.36,-1.35
20160107,-2.83,-3.56,-3.06,-3.23,-2.82,-2.71,-2.72,-2.73,-2.11,-2.46,-2.44
20160108,-1.08,-1.91,-1.99,-1.68,-1.59,-1.54,-1.02,-1.28,-1.05,-1.14,-1.11
20160111,-1.76,-1.24,-1.14,-1.3,-0.86,-0.87,-0.9,-0.91,-0.72,-0.16,-0.06
20160112,-0.9,-0.36,-0.08,0.54,0.4,0.36,0.44,0.32,0.48,0.77,0.71
20160113,-2.91,-3.56,-3.87,-3.69,-3.28,-3.36,-3.23,-2.99,-2.63,-2.83,-2.67
20160114,1.01,2.04,1.9,1.92,2.01,1.49,1.31,1.31,1.4,1.94,1.65
20160115,-2.26,-1.83,-1.97,-2.07,-1.99,-1.88,-2,-1.77,-2.02,-2.25,-2.14
20160119,-1.38,-2.42,-2.25,-2.03,-2.05,-1.63,-1.17,-1.39,-0.67,0.02,-0.2
20160120,-0.36,1.27,1.16,0.88,0.29,-0.17,-0.02,-0.38,-0.95,-1.08,-0.94
20160121,1.57,0.81,0.29,0.12,0.47,0.45,0.41,0.84,1,0.54,0.45
20160122,2.37,2.48,2.21,2.13,2.75,2.49,2.5,2.32,2.09,2.02,2.08
20160125,-1.44,-2.67,-2.63,-2.4,-3.11,-2.9,-2.22,-2.4,-2.13,-1.78,-1.71
20160126,1.17,1.96,2.18,2.35,2.65,2.66,2.22,2.08,2.03,1.46,1.52
20160127,-0.53,-1.97,-1.72,-1.5,-1.19,-0.96,-0.95,-1.18,-0.6,-0.95,-1.11
20160128,0.25,0.23,-0.1,-0.1,0,0.23,-0.31,-0.65,0.32,0.1,0.49
20160129,1.57,3.51,3.26,3.91,3.64,3.21,3.26,3.04,2.73,2.56,2.57
20160201,0.02,-0.52,-0.47,-0.29,-0.48,-0.29,0.26,-0.04,0.2,0.06,-0.04
20160202,-1.59,-2.26,-2.61,-2.72,-2.7,-2.66,-2.76,-2.77,-2.54,-1.98,-2
20160203,0.03,0.3,0.25,0.22,0.76,0.76,1.04,1.12,1.1,0.62,0.46
20160204,0.62,0.73,1.04,1.31,1.21,1.47,1.26,0.99,0.6,0.31,0.27
20160205,-1.76,-3.11,-2.47,-3.3,-3.08,-2.52,-2.64,-2.44,-2.05,-1.94,-2.06
20160208,-2.23,-1.92,-1.69,-2.13,-2.49,-2.52,-2.87,-3.22,-2.22,-1.97,-1.51
20160209,-1.24,-1.29,-0.78,-1.05,-0.53,-0.61,-0.63,-0.23,-0.25,0.11,-0.1
20160210,-0.13,-0.14,-0.21,-0.07,-0.31,-0.17,0.25,0.27,0.29,0.11,0.01
20160211,-0.97,-0.78,-0.96,-1.09,-1.31,-1.19,-1.68,-1.76,-1.17,-1.59,-1.17
20160212,1.77,2.11,2.26,2.03,2.09,2.4,2.05,2.27,2.44,2.31,1.98
20160216,1.69,2.56,2.54,2.73,2.52,2.85,2.9,2.27,2.18,1.98,1.78
20160217,1.89,1.99,2.09,2.4,2.31,2.59,2.59,2.29,2.06,2.01,1.75
20160218,-0.49,-0.71,-0.72,-0.86,-0.97,-0.68,-0.65,-0.62,-0.44,-0.6,-0.51
20160219,0.04,0.27,0.52,0.23,0.09,-0.17,-0.04,-0.27,-0.09,-0.11,0.06
20160222,1.28,1.1,1.28,1.75,1.86,1.72,1.64,2.06,1.87,1.72,1.43
20160223,-0.9,-1.51,-1.4,-1.44,-1.24,-1.13,-1.09,-1.63,-1.33,-1.26,-1.22
20160224,0.54,1.09,1.34,0.99,1.13,0.61,0.75,0.63,0.73,0.54,0.53
20160225,0.28,0.77,0.26,0.5,1.05,0.92,0.81,1.2,1.19,1.25,1.1
20160226,0.93,0.94,1.37,1.56,1.43,1.38,1.09,1.11,0.42,0,-0.01
20160229,0.1,0.22,0.01,-0.18,0.31,-0.17,-0.42,-0.78,-0.69,-0.85,-0.69
20160301,1.44,1.9,1.84,1.87,2.48,2.08,2.28,2.38,2.09,2.44,2.34
20160302,1.45,2.36,1.65,1.68,1.73,1.67,1.23,1.32,1.04,0.35,0.54
20160303,0.65,1.73,1.36,1.88,1.51,1.75,1.38,1.46,1.04,0.54,0.51
20160304,0.99,1.01,0.92,1.12,1.31,1.12,0.59,0.64,0.51,0.46,0.37
20160307,2.79,2.97,2.47,2.44,1.35,1.37,0.83,0.79,0.49,0.22,0.21
20160308,-1.56,-3.04,-3.04,-3.42,-3.14,-2.75,-2.28,-2.27,-1.78,-1.43,-1.27
20160309,1.02,0.8,0.15,0.5,0.92,0.23,0.53,0.57,0.61,0.53,0.5
20160310,-0.81,-1.48,-1.24,-0.92,-0.62,-0.46,-0.31,-0.16,0.12,-0.12,-0.11
20160311,1.23,2.15,2.24,2.41,2.62,2.31,2.34,2.65,2.03,1.87,1.69
20160314,0.51,-0.21,-0.32,-0.29,-0.28,-0.28,-0.49,-0.4,-0.03,-0.2,-0.12
20160315,-1.13,-2.59,-2.43,-2.43,-1.81,-1.36,-1.3,-1.09,-0.77,-0.49,-0.36
20160316,0.44,0.38,0.4,0.85,1,1.18,1.15,1.08,0.97,0.7,0.63
20160317,0.81,1.7,1.91,2.03,1.8,1.44,1.14,0.95,0.75,0.6,0.72
20160318,0.38,1.54,1.44,1.22,0.93,0.8,0.67,0.63,0.62,0.79,0.54
20160321,0.64,-0.02,0.08,-0.03,-0.2,0.03,0.14,0.15,-0.09,0.09,0.1
20160322,-0.22,-0.34,-0.09,0,-0.13,-0.15,0.39,0.13,-0.04,-0.1,-0.05
20160323,-1.51,-3.03,-2.64,-2.65,-2.24,-2.25,-1.79,-1.45,-1.17,-0.89,-0.86
20160324,0.3,0.77,0.42,0.41,0.28,0.47,0.13,0.03,-0.12,-0.16,0
20160328,-0.33,-0.14,-0.11,-0.31,0.04,-0.08,0.04,0.02,0.09,-0.01,0.04
20160329,0.76,2.92,3.04,2.84,2.42,1.87,1.73,0.98,0.98,0.81,1.07
20160330,0.49,0.32,0.4,0.09,0.13,0.2,0.24,0.17,0.43,0.43,0.41
20160331,-0.47,0.46,0.43,0.58,0.65,0.19,0.37,0.63,0.1,-0.21,-0.11
20160401,0.59,0.26,0.28,0.24,0.26,0.29,0.38,0.18,0.37,0.66,0.64
20160404,0.15,-0.72,-0.54,-0.83,-0.69,-1.07,-0.83,-1,-0.77,-0.24,-0.41
20160405,-0.52,-1.18,-1.17,-1.07,-1.32,-1.08,-1.07,-0.95,-1.15,-1.03,-0.94
20160406,0.7,1.55,1.52,1.66,1.62,1.35,1.47,1.66,1.11,1.27,1.14
20160407,-0.52,-1.53,-1.61,-1.22,-1.47,-1.63,-1.31,-1.19,-1.29,-1.26,-1.23
20160408,0.21,0.39,0.57,0.36,0.43,0.62,0.63,0.58,0.37,0.3,0.29
20160411,0.35,-0.08,-0.09,-0.46,-0.12,-0.27,-0.44,-0.09,-0.3,-0.29,-0.28
20160412,0.99,1.29,1.48,1.19,1.51,1.48,0.84,1.28,0.99,1.09,0.99
20160413,1.24,2.44,2.7,2.66,2.27,2.42,2.24,1.85,1.35,1.25,1.23
20160414,0.62,-0.06,-0.06,-0.35,-0.22,-0.16,-0.25,0.17,-0.12,0.08,0.03
20160415,-0.2,0.12,0.33,0.23,0.22,0.21,0.11,-0.12,0.09,-0.18,-0.04
20160418,0.52,1.03,0.94,0.72,0.72,0.63,0.59,0.68,0.61,0.67,0.65
20160419,0.3,-0.04,0.44,0.11,0.37,0.46,0.45,0.34,0.52,0.35,0.29
20160420,0.26,0.27,0.5,0.42,0.34,0.63,0.34,0.32,0.25,0.28,0.15
20160421,0.1,0.11,-0.1,-0.3,-0.48,-0.41,-0.5,-0.23,-0.65,-0.39,-0.47
20160422,0.42,1.23,1.14,1.45,1.17,0.86,1.06,0.88,0.59,0.24,0.12
20160425,0.1,-1.12,-1.14,-1.05,-0.94,-1.04,-0.88,-0.55,-0.47,-0.43,-0.24
20160426,0.38,1.1,1.13,0.94,1.11,1.21,0.78,0.77,0.83,0.38,0.29
20160427,0.52,0.37,0.3,0.45,0.74,0.58,0.8,0.57,0.72,0.29,0.21
20160428,-0.21,-1,-1.15,-1.34,-1.23,-1.47,-1.18,-1.56,-0.88,-0.93,-0.96
20160429,-0.4,-1.05,-0.79,-0.79,-0.94,-0.76,-0.64,-0.54,-0.69,-0.71,-0.5
20160502,-0.31,0.58,0.77,0.86,0.52,0.65,0.51,0.62,0.68,0.73,0.78
20160503,-0.6,-2.1,-2.09,-2.11,-2.21,-1.99,-1.74,-1.58,-1.14,-1.02,-1.05
20160504,-0.44,-1.21,-1,-1.33,-0.98,-1.09,-0.89,-0.89,-0.82,-0.89,-0.66
20160505,-0.25,-1.26,-0.9,-0.79,-0.57,-0.27,-0.25,-0.3,-0.22,0.04,-0.08
