,smbm1,smbm2,smbm3,bigbm1,bigbm2,bigbm3,Mkt-RF,SMB,HML,RF
19760702,1.08,0.87,0.91,0.36,0.66,1.07,0.38,0.25,0.27,0.116
19760709,1.12,1.36,1.69,0.87,0.75,1.1,0.78,0.48,0.4,0.116
19760716,0.59,0.48,0.52,-0.37,-0.08,-0.23,-0.29,0.75,0.04,0.116
19760723,-0.96,-0.64,-0.67,-0.69,-0.1,-0.51,-0.66,-0.33,0.23,0.116
19760730,-2.25,-0.68,-1.12,-0.73,-0.31,0.03,-0.74,-1.02,0.94,0.116
19760806,-0.24,0.47,0.6,0.3,1.38,0.81,0.48,-0.55,0.67,0.105
19760813,-0.55,0.17,-0.06,0.62,0.64,0.08,0.39,-0.6,-0.03,0.105
19760820,-2.7,-1.54,-1.81,-1.76,-1.48,-2.35,-1.81,-0.15,0.15,0.105
19760827,-0.9,-1.1,-0.99,-0.83,-0.52,-0.78,-0.85,-0.29,-0.02,0.105
19760903,3.05,1.7,1.96,2.79,2.62,2.94,2.59,-0.55,-0.47,0.109
19760910,1.03,0.44,0.44,0.13,0.79,0.5,0.26,0.16,-0.11,0.109
19760917,0.91,0.85,0.88,1.47,1.76,0.95,1.34,-0.51,-0.28,0.109
19760924,0.63,1.18,1.37,0.49,0.58,1.22,0.48,0.3,0.73,0.109
19761001,-2.17,-1.59,-1.81,-2.4,-1.91,-2.58,-2.33,0.44,0.09,0.102
19761008,-1.54,-1.32,-1.64,-1.47,-1.49,-1.72,-1.57,0.06,-0.17,0.102
19761015,-1.73,-1.12,-1.57,-1.88,-0.99,-2.31,-1.68,0.26,-0.13,0.102
19761022,-0.65,-0.1,0.02,-0.95,-0.82,-0.36,-0.85,0.46,0.63,0.102
19761029,2.34,1.56,1.6,3.01,2.72,2.3,2.62,-0.84,-0.73,0.102
19761105,-0.19,0.32,0.63,-2.14,-0.64,-0.07,-1.4,1.2,1.45,0.099
19761112,-1.32,-1.21,-1.27,-1.79,-0.78,-2.26,-1.55,0.34,-0.21,0.099
19761119,3.62,2.7,2.61,3.03,2.57,4.27,2.81,-0.31,0.11,0.099
19761126,2.02,1.44,2.05,1.29,2.04,0.84,1.43,0.45,-0.21,0.099
19761203,0.83,1.19,1.15,-0.8,0.66,0.79,-0.2,0.84,0.96,0.101
19761210,3.42,3.27,3.46,1.95,2.27,2.85,2.12,1.03,0.47,0.101
19761217,0.01,1.13,1.34,-0.79,0.53,1.35,-0.2,0.46,1.73,0.101
19761223,0.45,0.5,0.09,0.72,0.15,-0.28,0.37,0.15,-0.68,0.101
19761231,4.01,3.12,3.56,2.61,2.18,2.96,2.51,0.98,-0.05,0.101
19770107,0.82,1.18,1.58,-2.59,-1.21,-0.71,-1.77,2.69,1.32,0.09
19770114,0.8,0.35,0.74,-1.04,-0.47,0.19,-0.69,1.07,0.58,0.09
19770121,0.77,1.1,1.45,-1.12,0.41,0.72,-0.38,1.1,1.26,0.09
19770128,-0.97,0.01,-0.12,-1.9,-0.33,-0.2,-1.24,0.45,1.28,0.09
19770204,1.05,0.3,0.74,0.02,0.52,0.08,0.16,0.49,-0.12,0.088
19770211,-0.7,-0.51,-0.71,-1.45,-1.58,-2.09,-1.47,1.07,-0.33,0.088
19770218,-0.43,-0.01,0.74,0.38,0.36,0.98,0.29,-0.47,0.88,0.088
19770225,-1.4,-1.15,-0.96,-0.93,-1.07,-1.51,-1.13,0,-0.07,0.088
19770304,1.82,1.22,0.95,1.93,1.56,2.46,1.62,-0.65,-0.17,0.094
19770311,0.24,0.38,0.2,-0.36,-0.41,-0.33,-0.39,0.64,0,0.094
19770318,1.08,0.87,1.13,0.98,1.03,1.84,0.94,-0.25,0.45,0.094
19770325,-1.17,-1,-1.38,-2.79,-2.37,-2.22,-2.49,1.27,0.18,0.094
19770401,-0.99,-0.45,-0.27,-0.31,0.7,0.2,-0.11,-0.76,0.62,0.094
19770407,-0.79,-1.11,-0.72,-1.11,-0.46,-0.89,-0.95,-0.05,0.14,0.094
19770415,2.24,2.45,2.78,2.78,2.35,4.16,2.62,-0.61,0.95,0.094
19770422,-0.62,-0.64,-0.21,-3.29,-1.17,-1.05,-2.23,1.35,1.33,0.094
19770429,-0.31,0,0.18,-0.2,0.49,1.12,0,-0.52,0.9,0.094
19770506,1.48,1.44,1.91,1.48,1.61,1.28,1.42,0.16,0.11,0.093
19770513,0.5,0.61,0.68,-0.48,0.34,0.05,-0.18,0.63,0.35,0.093
19770520,0.92,0.57,1.22,0.54,0.47,0.45,0.44,0.42,0.1,0.093
19770527,-3.04,-2.03,-2.4,-3.14,-2.31,-3.2,-2.88,0.4,0.29,0.093
19770603,0.64,0.67,0.44,1.81,0.86,1.26,1.2,-0.72,-0.37,0.1
19770610,1.87,1.21,1.41,0.93,0.64,1.23,0.81,0.56,-0.08,0.1
19770617,1.9,1.28,1.33,1.97,1.28,1.06,1.55,0.07,-0.74,0.1
19770624,1.67,2.04,2.07,1.41,1.27,1.52,1.33,0.53,0.26,0.1
19770701,0.81,0.73,0.87,-1.31,-0.48,-0.34,-0.82,1.51,0.52,0.104
19770708,1.08,0.76,0.73,-0.35,0.06,0.03,-0.16,0.94,0.01,0.104
19770715,0.78,0.55,0.57,0.52,0.59,-0.07,0.4,0.29,-0.4,0.104
19770722,1.18,1.03,1.48,1.66,0.96,0.76,1.19,0.1,-0.3,0.104
19770729,-3.26,-2.46,-2.64,-2.79,-2.52,-3.71,-2.84,0.22,-0.15,0.104
19770805,0.41,0.16,-0.1,0.24,0.13,-0.67,0,0.25,-0.71,0.11
19770812,0.43,-0.35,-0.25,-0.32,-0.96,-1.34,-0.68,0.82,-0.85,0.11
19770819,0.14,-0.09,-0.48,0.78,-1.67,-1.48,-0.43,0.65,-1.44,0.11
19770826,-0.76,-0.82,-0.54,-1.09,-1.63,-0.49,-1.28,0.36,0.41,0.11
19770902,1.87,1.51,0.98,1.34,1.6,1.89,1.35,-0.15,-0.17,0.108
19770909,-0.44,-0.31,-0.19,-1.48,-0.54,-1.14,-1.08,0.74,0.29,0.108
19770916,0.65,0.16,0.05,0.09,0.4,-0.47,0.06,0.28,-0.58,0.108
19770923,-1.12,-0.76,-0.83,-1.52,-1.16,-1.11,-1.41,0.36,0.35,0.108
19770930,1.19,1.49,0.83,1.65,1.4,1.08,1.36,-0.21,-0.46,0.108
19771007,0.58,0.5,0.64,-0.6,-0.13,0.41,-0.35,0.68,0.53,0.123
19771014,-3.17,-2.48,-1.9,-2.6,-2.62,-2.75,-2.71,0.14,0.56,0.123
19771021,-1.17,-0.27,-0.28,-1.13,-1.19,-1.03,-1.22,0.54,0.5,0.123
19771028,-0.33,-0.07,-0.14,0.35,0.14,0.1,0.03,-0.38,-0.03,0.123
19771104,0.16,0.02,0.47,-1.13,-0.06,-0.49,-0.69,0.78,0.48,0.125
19771111,5.4,4.47,3.94,5.42,4.26,5.13,4.77,-0.34,-0.88,0.125
19771118,1.87,1.49,2.04,-0.52,-0.03,0.04,-0.16,1.97,0.36,0.125
19771125,2.2,2.07,2.14,2.17,1.06,1.75,1.66,0.48,-0.25,0.125
19771202,-0.23,0.08,0.23,-2.44,-1.29,-0.88,-1.72,1.56,1.01,0.121
19771209,-0.94,-0.48,-0.58,-1.37,-0.63,-1.16,-1.14,0.39,0.28,0.121
19771216,0.87,0.33,0.37,-0.39,0.22,-0.35,-0.2,0.7,-0.23,0.121
19771223,0.95,0.31,0.24,1.8,0.53,1.42,1.05,-0.75,-0.54,0.121
19771230,1.01,0.6,0.71,0.45,0.68,0.49,0.46,0.23,-0.13,0.121
19780106,-4.17,-2.85,-1.94,-4.1,-3.17,-2.64,-3.65,0.31,1.84,0.122
19780113,-2.48,-1.58,-1.12,-2.17,-2.19,-1.47,-2.18,0.22,1.03,0.122
19780120,1.53,1.12,1.3,0.57,-0.28,1.15,0.3,0.84,0.18,0.122
19780127,-0.27,-0.07,0.2,-1.56,-1.18,-0.12,-1.27,0.91,0.96,0.122
19780203,2.65,2.38,1.93,1.35,2.19,0.21,1.5,1.07,-0.93,0.115
19780210,1.67,1.39,1.58,0.64,1.04,0.73,0.79,0.75,0,0.115
19780217,-1.46,-0.78,-0.48,-2.6,-1.69,-2.4,-2.18,1.32,0.59,0.115
19780224,1.03,0.86,0.83,0.72,0.94,0.53,0.68,0.18,-0.2,0.115
19780303,-0.38,-0.21,-0.14,-1.57,-0.5,-0.04,-1.05,0.46,0.89,0.132
19780310,2.04,1.87,1.74,1.78,1.82,1.22,1.65,0.28,-0.43,0.132
19780317,2.04,2.23,2.07,1.47,1.73,1.38,1.48,0.59,-0.03,0.132
19780323,0.29,0.63,0.52,-1.17,-0.34,-0.39,-0.74,1.11,0.51,0.132
19780331,0.85,1.29,1.97,-0.21,-0.15,0.24,-0.08,1.41,0.79,0.132
19780407,2.46,1.57,1.59,1.48,0.83,1.27,1.19,0.68,-0.54,0.134
19780414,3.11,3.01,2.6,3.8,2.28,2.6,2.93,0.02,-0.85,0.134
19780421,1.75,1.17,0.99,1.93,1.03,1.21,1.33,-0.09,-0.74,0.134
19780428,2.19,1.59,1.75,3.47,1.25,1.54,2.2,-0.24,-1.18,0.134
19780505,2.03,2.38,2.05,0.15,0.67,0.24,0.46,1.8,0.05,0.127
19780512,2.9,2.06,2.15,2.44,0.78,0.56,1.62,1.11,-1.31,0.127
19780519,2.18,1.49,1.48,0.09,0.24,1.19,0.35,1.21,0.2,0.127
19780526,-0.75,-0.96,-0.68,-1.48,-1.18,-0.84,-1.34,0.37,0.36,0.127
19780602,1.71,1.35,1.34,1.85,1.4,1.51,1.45,-0.12,-0.36,0.134
19780609,2.8,3.18,2.8,2.3,1.55,1.79,1.95,1.05,-0.26,0.134
19780616,-0.92,-0.46,-0.49,-2.48,-1.83,-2.45,-2.08,1.63,0.23,0.134
19780623,-3.33,-1.42,-1.91,-1.82,-1.54,-1.52,-1.87,-0.59,0.85,0.134
19780630,-0.44,-0.63,-0.94,-0.38,-0.54,0.02,-0.57,-0.37,-0.05,0.134
19780707,-0.74,-0.76,-0.62,-0.21,-0.84,-0.65,-0.67,-0.14,-0.16,0.139
19780714,2.71,1.93,1.88,3.1,2.45,2.75,2.56,-0.59,-0.59,0.139
19780721,1.28,1.06,1.59,0.07,0.2,0.44,0.22,1.08,0.34,0.139
19780728,2.78,1.99,2.39,2.69,1.87,2.49,2.17,0.04,-0.29,0.139
19780804,2.8,2.89,2.45,4.85,3.76,3.84,3.86,-1.44,-0.68,0.138
19780811,2.71,2.19,2.49,0.2,0.71,-0.01,0.54,2.16,-0.21,0.138
19780818,2.6,2.39,2.35,0.92,0.96,0.81,0.99,1.55,-0.18,0.138
19780825,1.65,1.37,1.98,0.42,0.48,-0.06,0.4,1.38,-0.08,0.138
19780901,-0.51,0.08,-0.14,-1.34,-0.67,-1.12,-0.99,0.85,0.3,0.154
19780908,2.87,2.49,2.74,3.31,2.75,2.56,2.74,-0.17,-0.44,0.154
19780915,-1.01,-0.8,-0.69,-3.25,-1.62,-1.61,-2.27,1.33,0.98,0.154
19780922,-4.59,-3.38,-3.6,-2.98,-1.77,-2.08,-2.75,-1.57,0.94,0.154
19780929,0.67,0.99,0.8,0.15,1.2,0.58,0.48,0.18,0.28,0.154
19781006,1.14,0.66,0.87,0.76,1.17,1.4,0.83,-0.22,0.18,0.17
19781013,1.18,0.77,1.22,1.24,0.96,0.67,0.85,0.11,-0.27,0.17
19781020,-12.96,-9.78,-10.27,-6.81,-6.28,-7.57,-7.43,-4.12,0.96,0.17
19781027,-9.47,-7.16,-7.75,-4.43,-3.3,-4.68,-4.7,-4,0.74,0.17
19781103,2.51,0.71,0.89,2.92,1.8,1.32,1.85,-0.64,-1.61,0.175
19781110,-1.28,-0.5,-1,-1.46,-1.1,-1.03,-1.35,0.27,0.35,0.175
19781117,-0.68,-1.54,-1.34,-0.09,-0.13,-0.17,-0.47,-1.05,-0.37,0.175
19781124,4.2,2.65,2.64,1.87,1.63,2.12,1.81,1.29,-0.65,0.175
19781201,1.03,1.17,0.47,0.75,0.64,0.36,0.48,0.31,-0.47,0.195
19781208,1.75,1.53,1.72,0.61,0.61,0.87,0.6,0.97,0.11,0.195
19781215,-1.52,-1.16,-0.8,-1.48,-0.86,-1.75,-1.46,0.2,0.23,0.195
19781222,0.22,-0.36,-0.19,2,-0.04,-0.04,0.57,-0.75,-1.22,0.195
19781229,0.43,-0.02,-0.04,-0.16,-0.39,-0.84,-0.44,0.59,-0.57,0.195
19790105,5.49,4.48,4.75,3.23,2.95,4.72,3.29,1.27,0.37,0.192
19790112,1.87,1.96,1.82,1.18,0.61,0.73,0.83,1.04,-0.25,0.192
19790119,0.49,0.69,1.28,-0.54,-0.08,0.72,-0.21,0.79,1.03,0.192
19790126,1.77,1.41,1.94,1.47,2.87,2.13,1.87,-0.45,0.42,0.192
19790202,-1.35,-0.75,-0.66,-2.56,-1.31,-1.99,-2,1.03,0.63,0.183
19790209,-2.01,-1.18,-1.21,-1.65,-1.13,-1.13,-1.52,-0.16,0.66,0.183
19790216,1.82,1.13,1.5,0.86,0.9,0.89,0.83,0.6,-0.14,0.183
19790223,-0.42,-0.25,-0.15,-0.94,-0.63,-0.61,-0.87,0.45,0.3,0.183
19790302,-1.58,-0.9,-1.09,-0.96,-0.57,-0.71,-1,-0.44,0.37,0.203
19790309,3,2.68,3.24,2.53,2.73,3.74,2.56,-0.02,0.73,0.203
19790316,2.77,1.68,1.49,1.1,1.45,1.4,1.21,0.66,-0.49,0.203
19790323,2.09,1.36,1.58,1.46,0.15,1.09,0.83,0.78,-0.44,0.203
19790330,1.93,1.19,0.98,0.01,0.17,0.14,0.07,1.26,-0.41,0.203
19790406,1.73,2.01,1.32,1.3,1.98,1.74,1.44,0.01,0.02,0.198
19790412,-0.64,0.24,0.37,-1.34,-0.72,-0.49,-1.03,0.84,0.93,0.198
19790420,-0.33,-0.04,0.16,-0.39,-1.1,-1,-0.83,0.76,-0.06,0.198
19790427,1.24,0.85,1.43,0.58,0.45,0.6,0.42,0.63,0.11,0.198
19790504,-0.99,-0.22,-0.4,-0.97,-0.43,-1.46,-1,0.42,0.05,0.203
19790511,-3.65,-2.88,-2.71,-2.01,-1.99,-1.69,-2.3,-1.18,0.63,0.203
19790518,1.69,1.39,1.41,1.12,1.73,2.13,1.34,-0.16,0.36,0.203
19790525,1.31,1.88,2.01,1.23,0.54,0.25,0.77,1.06,-0.14,0.203
19790601,-0.98,-0.88,-0.67,-0.92,-1.07,-0.7,-1.05,0.05,0.27,0.202
19790608,3.28,2.17,2.86,2.04,3.07,2.94,2.4,0.09,0.24,0.202
19790615,0.97,1.94,1.57,0.53,0.89,1.26,0.65,0.6,0.66,0.202
19790622,1.05,1.02,1.39,0.55,0.38,0.97,0.42,0.52,0.38,0.202
19790629,0.03,0.41,0,-0.08,0.93,0.36,0.16,-0.26,0.21,0.202
19790706,0.37,0.93,1.04,0.65,0.84,1.22,0.59,-0.12,0.62,0.191
19790713,-0.79,0.09,0.15,-1.59,-0.83,-0.56,-1.24,0.81,0.98,0.191
19790720,-0.52,-0.09,-0.57,-0.67,-0.41,-0.05,-0.63,-0.02,0.28,0.191
19790727,2.16,2.09,1.61,1.21,1.62,1.45,1.3,0.53,-0.15,0.191
19790803,1.75,2.07,1.61,1.6,0.69,1.07,1.02,0.69,-0.33,0.191
19790810,2.66,2.16,1.81,3.5,1.56,1.96,2.21,-0.13,-1.19,0.191
19790817,2.04,1.87,2.21,1.88,1.89,1.82,1.73,0.17,0.06,0.191
19790824,1.34,0.71,0.93,-0.4,1.14,0.69,0.34,0.52,0.33,0.191
19790831,1.74,1.36,1.4,1.05,0.62,0.62,0.71,0.74,-0.39,0.191
19790907,-2.07,-1.91,-1.76,-2.11,-1.03,-1.14,-1.67,-0.49,0.64,0.207
19790914,2.54,1.39,1.16,1.01,1.75,0.45,1.06,0.63,-0.97,0.207
19790921,0.47,-0.02,0.02,1.54,1.26,1,0.97,-1.11,-0.49,0.207
19790928,-0.05,-0.51,-0.43,-1.23,-0.97,-1.01,-1.14,0.74,-0.08,0.207
19791005,3.06,1.7,1.91,1.79,1.85,1.88,1.71,0.38,-0.53,0.217
19791012,-9.21,-8.39,-8.93,-6.03,-6.05,-6.98,-6.81,-2.49,-0.33,0.217
19791019,-3.36,-3.28,-3.03,-3.47,-1.95,-3.09,-3.06,-0.39,0.35,0.217
19791026,-1.71,-1.95,-2.48,-0.39,-1.43,-1.11,-1.32,-1.07,-0.75,0.217
19791102,3.46,2.26,1.84,2.23,2.96,1.73,2.23,0.21,-1.06,0.246
19791109,-0.31,-0.53,-0.38,-0.39,-0.6,-0.78,-0.8,0.18,-0.23,0.246
19791116,3.41,1.91,1.82,2.45,2.48,2.32,2.27,-0.03,-0.86,0.246
19791123,1.61,0.9,0.61,1.22,0.91,-0.01,0.71,0.34,-1.11,0.246
19791130,4.39,3.4,3.8,2.36,1.46,1.78,1.89,2,-0.58,0.246
19791207,3.05,2.4,1.93,1.78,1.16,1.12,1.37,1.11,-0.89,0.237
19791214,3.06,1.5,1.47,1.66,1.26,0.77,1.26,0.78,-1.24,0.237
19791221,0.31,0.36,0.39,-1.05,-1.31,-0.65,-1.1,1.36,0.24,0.237
19791228,1.12,0.52,1,0.45,0,0.61,0.18,0.53,0.01,0.237
19800104,-1.54,-0.99,-0.58,-1.57,-1.26,-0.68,-1.47,0.14,0.92,0.199
19800111,4.99,4.81,4.38,4.03,2.69,4.14,3.5,1.11,-0.25,0.199
19800118,2.18,1.97,2.23,0.08,1.25,1.67,0.85,1.13,0.82,0.199
19800125,1.8,1.48,1.95,2.18,2.67,1.54,1.96,-0.38,-0.24,0.199
19800201,1.28,1.06,0.97,0.88,1.88,1.83,1.18,-0.43,0.32,0.221
19800208,2.55,1.13,1.68,0.8,3.78,4.25,2.29,-1.16,1.29,0.221
19800215,-2.08,-1.43,-1.63,-1.38,-2.4,-3.07,-2.21,0.57,-0.62,0.221
19800222,-0.81,-1.73,-1.84,-1.54,0.43,-0.34,-0.77,-0.98,0.08,0.221
19800229,-0.42,-1.45,-1.37,-1.63,-0.47,-0.98,-1.17,-0.05,-0.15,0.221
19800307,-8.3,-6.84,-7.1,-5.46,-6.42,-6.5,-6.62,-1.29,0.08,0.3
19800314,-1.85,-1.77,-2.1,-1.44,-0.69,-1.54,-1.63,-0.68,-0.18,0.3
19800321,-4.43,-3.58,-3.73,-3.22,-2.45,-3.41,-3.38,-0.89,0.26,0.3
19800328,-8.13,-6.34,-7.01,-0.63,-3,-3.82,-3.23,-4.67,-1.04,0.3
19800403,4.98,4.15,3.21,2.1,1.89,2.84,2.15,1.84,-0.51,0.312
19800411,1.6,1.31,1.87,0.89,1.95,3.13,1.39,-0.4,1.26,0.312
19800418,-3.92,-1.98,-1.72,-3.59,-2.27,-3.33,-3.29,0.52,1.23,0.312
19800425,4.25,2.99,2.58,5.32,4.09,4.1,4.15,-1.23,-1.44,0.312
19800502,1.25,1.46,1.44,-0.11,1.15,0.93,0.53,0.73,0.62,0.202
19800509,1.24,2.12,2.55,0.01,-0.61,1,-0.14,1.83,1.15,0.202
19800516,3.27,2.93,2.59,3.13,2.13,1.5,2.41,0.68,-1.16,0.202
19800523,2.66,2.28,2.42,3.08,3.54,2.64,2.9,-0.63,-0.34,0.202
19800530,0.88,0.2,0.25,0.32,0.66,1.37,0.43,-0.34,0.21,0.202
19800606,2.41,1.65,1.84,2.32,1.82,1.01,1.84,0.25,-0.94,0.152
19800613,2.43,2.12,1.54,1.93,3.2,2,2.31,-0.35,-0.41,0.152
19800620,-0.83,-0.35,0.07,-1.29,-1.7,-0.58,-1.34,0.82,0.81,0.152
19800627,2.35,1.7,1.6,1.63,1.9,1.43,1.7,0.23,-0.48,0.152
19800703,1.89,1.16,1.03,1.53,1.09,0.25,1.09,0.4,-1.07,0.132
19800711,2.01,1.98,1.34,0.73,0.29,0.34,0.53,1.32,-0.53,0.132
19800718,4.82,4.01,2.98,3.88,3.54,1.64,3.23,0.92,-2.04,0.132
19800725,0.02,-0.11,-0.19,-0.74,-1.45,-1.08,-0.96,1,-0.27,0.132
19800801,3.26,2.09,1.56,1.68,-0.15,0.03,0.69,1.78,-1.68,0.159
19800808,2.64,2.49,1.67,2.68,1.98,1.37,2.02,0.26,-1.14,0.159
19800815,2.92,2.31,1.73,2.11,1.89,1.25,1.78,0.57,-1.03,0.159
19800822,2.05,0.23,0.75,0.53,0.57,1.01,0.61,0.31,-0.42,0.159
19800829,-0.19,-0.85,-0.93,-2.82,-2.82,-1.27,-2.42,1.64,0.4,0.159
19800905,3.56,2.62,2.29,2.31,1.8,2.65,2.18,0.57,-0.46,0.188
19800912,3.18,2.4,1.48,0.85,1.16,-1.13,0.72,2.06,-1.84,0.188
19800919,4.43,2.65,1.55,4.09,2.46,1.63,2.73,0.15,-2.67,0.188
19800926,-4.1,-3.19,-3.23,-2.5,-1.17,-3.3,-2.51,-1.18,0.04,0.188
19801003,2.83,0.39,0.62,3.21,2.78,0.31,2.16,-0.82,-2.55,0.237
19801010,3.06,1.8,1.69,0.84,1.15,0.3,0.86,1.42,-0.96,0.237
19801017,0.01,0.05,0.56,0.61,1.46,-0.44,0.46,-0.34,-0.25,0.237
19801024,-0.31,-0.31,-0.46,-2.02,-1.19,0.02,-1.45,0.7,0.95,0.237
19801031,-1.49,-1.27,-1,-1.37,-2.26,-1.81,-2.06,0.57,0.02,0.237
19801107,1.05,0.02,-0.56,1.95,2.19,-0.53,1.07,-1.04,-2.04,0.238
19801114,6.45,3.49,2.71,6.8,7,4.12,5.93,-1.76,-3.21,0.238
19801121,2.59,0.7,0.39,2.56,1.67,-0.16,1.44,-0.13,-2.46,0.238
19801128,1.88,0.27,0.38,-0.04,2.11,1.37,0.86,-0.3,-0.04,0.238
19801205,-3.02,-1.53,-1.95,-4.01,-5.92,-3.23,-4.6,2.22,0.92,0.325
19801212,-7.61,-5.26,-4.77,-4.17,-2.97,-2.77,-4.31,-2.58,2.12,0.325
19801219,4.03,2.57,2.8,3.08,3.72,5.51,3.34,-0.97,0.6,0.325
19801226,1.36,2.28,2.69,2.6,1.46,1.57,1.69,0.24,0.15,0.325
19810102,1.22,1.28,1.22,0.64,-0.52,0.01,-0.03,1.2,-0.31,0.258
19810109,-4.53,-0.92,0.03,-3.02,-2.48,-0.09,-2.68,0.06,3.74,0.258
19810116,2.01,1.76,1.49,0.93,1.53,0.64,0.95,0.72,-0.4,0.258
19810123,-2.14,-1.32,-1.23,-3.23,-4.06,-2.2,-3.37,1.6,0.97,0.258
19810130,0.17,0.41,0.86,-0.99,-0.7,1.85,-0.54,0.43,1.76,0.258
19810206,-0.18,0.98,1.29,0.94,1.51,0.6,0.74,-0.32,0.56,0.266
19810213,-2.89,-0.58,-0.41,-2.73,-2.75,-2.03,-2.79,1.21,1.59,0.266
19810220,-1.39,-0.6,-0.95,-0.36,-0.81,0.16,-0.84,-0.65,0.48,0.266
19810227,3.83,2.53,2.85,5.14,3.44,2.66,3.59,-0.68,-1.73,0.266
19810306,1.16,1.19,1.28,-1.29,-0.65,-0.03,-0.81,1.87,0.69,0.301
19810313,1.49,2.23,1.45,2.42,2.79,3.13,2.17,-1.06,0.33,0.301
19810320,2.07,2.5,3.58,0.75,0.39,1.95,0.89,1.69,1.36,0.301
19810327,1.78,1.14,0.41,1.14,0.54,-0.64,0.45,0.77,-1.58,0.301
19810403,1.87,2.44,1.69,0.4,0.77,1.04,0.66,1.26,0.24,0.268
19810410,0.9,1.3,1.63,0.01,-1.67,1.11,-0.44,1.46,0.91,0.268
19810416,1.09,0.76,0.95,-0.09,-0.29,0.57,-0.23,0.87,0.26,0.268
19810424,1.3,1.72,1.6,0.34,0.15,0.55,0.18,1.19,0.25,0.268
19810501,-1.88,-1.83,-1.55,-1.93,-0.79,-2.03,-1.87,-0.17,0.11,0.287
19810508,-0.35,-1.48,-1.5,-0.66,-0.12,-0.61,-0.77,-0.65,-0.55,0.287
19810515,1.05,1.16,0.86,0.09,-0.03,2.7,0.35,0.11,1.21,0.287
19810522,1.85,0.96,0.66,0.09,-0.5,-0.11,-0.18,1.33,-0.69,0.287
19810529,2.67,2.05,1.95,1.12,0.24,1.84,0.84,1.15,0,0.287
19810605,-1.68,0.36,0.41,-0.71,0.74,-0.92,-0.76,0,0.95,0.335
19810612,0.38,1.88,1.81,0.41,1.41,2.58,0.82,-0.11,1.8,0.335
19810619,-2.46,-0.45,-0.08,-1.95,0.12,-0.15,-1.3,-0.34,2.08,0.335
19810626,-0.16,0.39,0.32,0.43,0.45,-0.15,0.01,-0.06,-0.05,0.335
19810702,-3.74,-2.71,-1.98,-3.17,-2.63,-3.33,-3.3,0.23,0.8,0.309
19810710,-1.43,-0.65,-0.66,0.79,0.46,0.04,0.01,-1.35,0.01,0.309
19810717,1.04,0.64,0.53,1.67,0.77,0.36,0.79,-0.2,-0.91,0.309
19810724,-2.4,-2.54,-1.77,-1.55,-1.83,-1.58,-2.09,-0.59,0.3,0.309
19810731,2.12,1.47,1.31,2.42,1.84,2,1.58,-0.45,-0.62,0.309
19810807,-0.07,0.54,0.01,1.44,0.98,0.95,0.76,-0.96,-0.21,0.319
19810814,0.36,0.03,0.34,0.65,0.47,0.83,0.29,-0.41,0.08,0.319
19810821,-3.13,-1.94,-1.25,-3.19,-2.06,-1.77,-2.82,0.24,1.65,0.319
19810828,-5.88,-3.94,-3.39,-4.69,-3.78,-1.88,-4.27,-0.95,2.65,0.319
19810904,-5.07,-2.81,-2.03,-3.96,-3.07,-2.73,-3.69,-0.05,2.14,0.31
19810911,1.12,-0.38,0.26,1.28,1.19,2.01,0.82,-1.16,-0.06,0.31
19810918,-5.25,-2.2,-1.63,-5.26,-4.16,-1.96,-4.56,0.77,3.46,0.31
19810925,-7.09,-4.59,-3.37,-3.74,-3.86,-0.63,-3.98,-2.27,3.42,0.31
19811002,8.53,4.8,2.86,7.75,5.51,3.2,5.79,-0.09,-5.11,0.3
19811009,5.56,3.53,2.87,2.69,1.72,1.79,2.07,1.92,-1.79,0.3
19811016,-1.34,-0.22,0.5,-1.86,-1.75,-1.07,-1.85,1.21,1.32,0.3
19811023,-0.01,-0.1,-0.2,0.24,-0.67,-0.98,-0.59,0.36,-0.7,0.3
19811030,2.51,1.31,1.02,3.58,2.09,2.95,2.46,-1.26,-1.06,0.3
19811106,1.77,2.29,1.77,1.4,1.4,0.86,1.23,0.73,-0.26,0.266
19811113,-1.31,0.53,1.44,-2.04,-0.2,2.14,-0.9,0.26,3.47,0.266
19811120,-1.33,-0.37,-0.43,0.44,0.37,0.45,0.03,-1.13,0.45,0.266
19811127,1.38,1.69,1.59,2.97,2.65,0.75,2.11,-0.57,-1,0.266
19811204,0.41,0.97,0,0.9,1.17,-0.2,0.5,-0.16,-0.76,0.218
19811211,-1.44,-0.73,-0.77,-0.75,-1.24,-1.43,-1.24,0.15,0,0.218
19811218,-0.05,-0.67,-0.75,-0.59,-0.78,-1.04,-0.92,0.31,-0.57,0.218
19811224,-0.75,-0.33,-0.12,-1.3,-0.93,-0.27,-1.1,0.43,0.83,0.218
19811231,-0.05,0.41,0.34,-0.09,-0.07,0.32,-0.24,0.18,0.4,0.218
19820108,-2.15,-1.52,0.19,-3.45,-2.39,-0.02,-2.49,0.8,2.89,0.198
19820115,-3.49,-2.46,-1.88,-2.63,-3.16,-2.17,-3.07,0.05,1.03,0.198
19820122,-1.41,-0.53,-0.06,-1,-1.35,0.62,-1.06,-0.09,1.48,0.198
19820129,2.29,1.21,0.94,5.41,3.32,2.06,3.45,-2.11,-2.35,0.198
19820205,-1.07,0.17,0.69,-2.33,-1.41,-1.53,-1.88,1.69,1.28,0.23
19820212,-4.19,-2.28,-1.29,-3.26,-2.11,-0.69,-2.68,-0.57,2.74,0.23
