,smbm1,smbm2,smbm3,bigbm1,bigbm2,bigbm3,Mkt-RF,SMB,HML,RF
19470620,1.29,1.78,1.95,1.58,0.74,1.14,1.17,0.52,0.11,0.008
19470627,-0.32,-0.56,-0.6,-0.29,0.17,0.13,-0.04,-0.5,0.07,0.008
19470703,2.69,4.38,4.96,3.07,2.84,4.2,3.14,0.64,1.7,0.007
19470711,4.28,2.72,3.63,1.61,1.48,3.3,1.91,1.41,0.52,0.007
19470718,0.48,0.32,-0.27,-0.1,0.02,0.44,0.03,0.05,-0.1,0.007
19470725,1.02,2.43,3.13,1.27,1.57,2.33,1.6,0.47,1.58,0.007
19470801,-3.17,-3.13,-3.93,-1.33,-1.92,-2.68,-1.9,-1.44,-1.06,0.007
19470808,-2.74,-2.59,-3.46,-1.89,-1.97,-2.74,-2.1,-0.73,-0.79,0.007
19470815,1.69,1.94,3.33,0.77,1.33,2.47,1.3,0.8,1.67,0.007
19470822,-0.42,-0.53,-0.91,-0.56,-0.43,-0.71,-0.48,-0.06,-0.32,0.007
19470829,-0.38,-0.32,-0.01,-0.57,-0.55,-1.22,-0.68,0.54,-0.14,0.007
19470905,-0.85,-1.27,-1.16,-1.15,-0.86,-1.66,-1.11,0.13,-0.41,0.016
19470912,0.59,0.1,0.61,-0.25,-0.12,-0.25,-0.2,0.64,0.01,0.016
19470919,1.86,2.08,2.49,1.2,1.18,1.77,1.35,0.76,0.6,0.016
19470926,-1.98,-1.4,-1.24,-1.7,-2.05,-1.94,-1.84,0.35,0.25,0.016
19471004,3.14,3.38,4.89,2.02,2.79,4.12,2.66,0.83,1.92,0.016
19471011,1.31,1.24,2.07,0.32,0.6,-0.3,0.43,1.34,0.07,0.016
19471018,2.19,2.49,2.42,2.6,2.11,3.2,2.39,-0.27,0.41,0.016
19471025,-0.91,-0.89,-1.3,-0.57,-0.58,-0.94,-0.76,-0.33,-0.38,0.016
19471101,-1.16,-1.71,-2.55,-0.58,-0.44,-0.89,-0.7,-1.17,-0.85,0.016
19471108,-1.23,-1.19,-1.94,-0.97,-0.62,-1.05,-0.83,-0.57,-0.39,0.016
19471115,-1.3,-0.91,-0.35,-0.17,-0.29,-0.3,-0.33,-0.6,0.41,0.016
19471122,1.07,1.16,2.28,1,0.43,1.89,0.9,0.4,1.05,0.016
19471129,-3.19,-2.71,-2.67,-2.2,-1.26,-2.47,-1.97,-0.88,0.12,0.016
19471206,-2.53,-2.34,-2.2,-2.08,-1.74,-1.58,-1.93,-0.56,0.41,0.02
19471213,2.49,2.77,4.82,2.39,3.12,4.38,2.93,0.06,2.16,0.02
19471220,1.11,1.81,2.65,1.28,2.17,3.46,1.94,-0.45,1.86,0.02
19471227,-1.17,-1.49,-2.27,-0.79,-0.86,-0.4,-0.87,-0.96,-0.36,0.02
19480102,1.44,1.48,2.05,1.33,1.21,1.8,1.39,0.21,0.54,0.018
19480110,-0.14,0.24,0.31,-0.78,-0.63,-1.06,-0.63,0.96,0.08,0.018
19480117,-1.38,-2.22,-1.59,-2.02,-2.86,-2.82,-2.42,0.84,-0.51,0.018
19480124,-2.64,-2.91,-3.32,-3.38,-3.27,-2.68,-3.19,0.15,0.01,0.018
19480131,1.48,1.71,2.38,1.64,2.41,2.2,1.93,-0.23,0.73,0.018
19480207,-3.04,-3.37,-3.55,-2.86,-2.45,-2.96,-2.69,-0.57,-0.3,0.018
19480214,-3.13,-3.53,-4.5,-2.86,-2.64,-3.32,-2.87,-0.78,-0.92,0.018
19480221,0.38,1.05,0.94,0.86,0.98,0.93,0.88,-0.13,0.32,0.018
19480228,-0.29,-0.49,1.55,0.16,0.41,0.6,0.29,-0.13,1.14,0.018
19480306,1.19,1.3,2.24,1.51,1.66,2.09,1.62,-0.18,0.82,0.022
19480313,-1.3,-0.51,0.16,-0.47,-0.51,0.02,-0.41,-0.23,0.97,0.022
19480320,3.22,3.74,5.25,3.37,3.49,5.04,3.6,0.1,1.85,0.022
19480327,1.43,1.53,1.15,1.05,0.67,0.62,0.76,0.59,-0.36,0.022
19480403,2.19,2.13,1.93,3.04,2.6,3.4,2.77,-0.93,0.05,0.02
19480410,-0.36,0.96,1.58,0.58,1.3,1.58,1.01,-0.43,1.47,0.02
19480417,1.7,1.08,1.58,0.36,1.38,1.78,0.98,0.28,0.66,0.02
19480424,0.81,1.95,3.65,1.63,2.15,3.82,2.06,-0.39,2.51,0.02
19480501,-1.36,-1.38,-1.93,-1.22,-1.09,-1.15,-1.12,-0.4,-0.25,0.019
19480508,2,1.59,1.73,1.44,1.77,2.27,1.64,-0.05,0.28,0.019
19480515,6.12,5.76,5.89,4.99,3.78,4.91,4.49,1.36,-0.15,0.019
19480522,2.21,1.55,1.61,0.67,0.54,2.02,0.87,0.72,0.38,0.019
19480528,-0.97,-0.36,-1.08,1.36,0.54,-0.99,0.42,-1.11,-1.23,0.019
19480604,-1.85,-1.36,-2.04,-0.69,-0.23,-1.38,-0.69,-0.98,-0.44,0.023
19480611,1.72,1.44,3.45,1.48,2.08,4.35,2.06,-0.44,2.3,0.023
19480618,-1.92,-0.16,-1.06,-0.72,-0.39,0.32,-0.5,-0.78,0.95,0.023
19480625,0.03,-0.75,0.71,-0.49,-1.02,-0.5,-0.67,0.67,0.33,0.023
19480702,-0.49,-0.56,-0.18,0.33,0.28,0.04,0.18,-0.63,0.01,0.02
19480709,0.27,0.94,0.93,0.36,0.39,1.1,0.45,0.1,0.7,0.02
19480716,-3.12,-2.67,-3.81,-3.21,-3.48,-3.94,-3.34,0.34,-0.71,0.02
19480723,-0.48,-1.05,-0.59,0.01,-0.45,-0.56,-0.32,-0.38,-0.34,0.02
19480730,-2.08,-2.73,-2.53,-2.66,-2.25,-1.88,-2.42,-0.18,0.17,0.02
19480806,-0.24,0.81,1.1,1.63,1.1,1.84,1.29,-0.96,0.78,0.021
19480813,-1.65,-2.18,-3.49,-1.74,-2.31,-3.09,-2.14,-0.06,-1.59,0.021
19480820,1.23,1.22,1.82,2.15,1.69,2.68,2,-0.75,0.56,0.021
19480827,-0.41,-0.08,-0.07,-0.21,-0.23,-0.32,-0.26,0.07,0.12,0.021
19480903,1.25,1.36,2.39,1.04,1.3,1.87,1.27,0.26,0.98,0.009
19480910,-2.57,-3.01,-3.87,-2.21,-2.8,-3.67,-2.72,-0.26,-1.38,0.009
19480917,-0.1,-0.43,-0.43,-0.59,-0.42,-0.33,-0.48,0.13,-0.04,0.009
19480924,-0.81,-1.37,-1.93,-1.07,-0.29,-1.13,-0.87,-0.54,-0.59,0.009
19481002,0.15,0.15,0.01,0.62,0.84,1.27,0.73,-0.81,0.26,0.01
19481009,0.98,0.6,1.15,0.98,1.08,0.76,0.96,-0.03,-0.02,0.01
19481016,0.61,0.89,1.37,1.47,1.4,1.34,1.39,-0.44,0.32,0.01
19481023,2.61,3.58,4.48,2.9,2.59,4.21,2.99,0.32,1.59,0.01
19481030,-1.17,-1.74,-3.06,-0.46,-0.79,-2.21,-0.99,-0.84,-1.82,0.01
19481106,-4.99,-5.72,-7.43,-5.36,-5.35,-7.94,-5.74,0.17,-2.51,0.01
19481113,-2.5,-2.6,-3.52,-2.1,-2.23,-3.7,-2.39,-0.19,-1.31,0.01
19481120,1.15,2.02,2.58,2.24,1.65,2.17,2.01,-0.1,0.68,0.01
19481127,-2.22,-2.5,-3.97,-2.39,-2.02,-3.23,-2.41,-0.35,-1.3,0.01
19481204,1.09,1.75,2.73,2.2,2.15,3.35,2.28,-0.71,1.39,0.011
19481211,0.54,0.13,-0.2,1.04,0.66,0.36,0.66,-0.53,-0.72,0.011
19481218,-0.16,-1.97,-1.94,-0.67,-0.84,-1.95,-0.98,-0.2,-1.53,0.011
19481224,-0.76,0.11,0.76,1.25,0.17,0.39,0.65,-0.57,0.33,0.011
19481231,-0.64,-1.17,-2.24,0.13,-0.41,-1.06,-0.39,-0.91,-1.4,0.011
19490108,4.33,5.18,5.71,2.57,2.41,3.6,2.88,2.22,1.2,0.024
19490115,-1.77,-2.28,-2.18,-1.42,-2.2,-2.46,-1.86,-0.05,-0.73,0.024
19490122,1.37,1.4,1.83,1.38,1.11,1.66,1.3,0.15,0.37,0.024
19490129,-1.83,-2.07,-2.11,-1.85,-2.12,-1.17,-1.88,-0.29,0.2,0.024
19490205,-2.2,-2.76,-3.3,-1.8,-2.69,-3.81,-2.48,0.02,-1.55,0.022
19490211,-2.39,-2.16,-1.92,-1.66,-0.94,-1.48,-1.44,-0.8,0.32,0.022
19490219,0.95,1.56,1.22,1.61,1.65,1.86,1.63,-0.46,0.26,0.022
19490226,-2.39,-1.43,-2.4,-1.39,-1.83,-2.09,-1.62,-0.3,-0.36,0.022
19490305,2,1.88,2.67,2.37,2.55,3.08,2.46,-0.48,0.7,0.024
19490312,2.11,2.47,2.81,2.02,1.97,2.71,2.06,0.23,0.7,0.024
19490319,-0.6,-1.32,-0.42,-0.57,-0.98,-1.44,-0.88,0.22,-0.35,0.024
19490326,-0.28,0.14,-0.26,0.09,-0.28,0.05,-0.09,-0.09,-0.01,0.024
19490402,2.98,2.6,3.58,0.88,0.58,1.63,0.97,2.02,0.68,0.023
19490409,-0.43,-0.16,-0.09,-0.17,0.46,0.75,0.13,-0.57,0.62,0.023
19490416,0.28,0,-0.31,-0.14,0.55,-0.75,-0.05,0.1,-0.6,0.023
19490423,-1.48,-1.62,-2.65,-1.34,-1.29,-1.83,-1.42,-0.43,-0.83,0.023
19490430,-0.11,-0.86,0.03,-0.22,0.1,-0.49,-0.2,-0.11,-0.07,0.023
19490507,0.48,0.52,0.68,1.73,0.74,0.56,1.1,-0.45,-0.49,0.025
19490514,0.1,0.44,0.86,0.18,0.4,0.79,0.37,0.01,0.68,0.025
19490521,-0.88,-0.95,-1.55,-0.67,-1.34,-2.3,-1.18,0.31,-1.15,0.025
19490527,-1.4,-1.55,-1.99,-1.36,-1.04,-1.41,-1.26,-0.38,-0.32,0.025
19490603,-2.96,-2.91,-3.4,-2.54,-2.33,-3.75,-2.69,-0.22,-0.83,0.024
19490610,-1.64,-1.76,-1.91,-1.34,-1.25,-2.57,-1.45,-0.05,-0.75,0.024
19490617,-0.38,-0.82,-0.74,0.53,0.03,-0.28,0.09,-0.74,-0.58,0.024
19490624,1.37,2.07,2.02,2.27,1.6,2.15,2,-0.18,0.26,0.024
19490701,0.77,1.01,0.63,0.94,0.96,0.66,0.88,-0.05,-0.21,0.022
19490708,1.84,1.58,1.55,1.34,1.35,1.21,1.3,0.35,-0.2,0.022
19490715,1.46,1.92,1.96,1.44,1.81,2.05,1.6,0.02,0.55,0.022
19490722,1.35,1.18,0.98,0.96,1.18,1.52,1.08,-0.05,0.09,0.022
19490729,0.97,1.16,-0.01,0.93,0.54,0.37,0.73,0.09,-0.77,0.022
19490805,1.48,1.31,1.56,1.76,2.18,3.24,1.95,-0.94,0.78,0.023
19490812,2.4,2.51,2.23,0.65,0.92,0.71,0.77,1.62,-0.06,0.023
19490819,1.04,1.3,0.73,1.26,0.95,0.96,1.07,-0.03,-0.31,0.023
19490826,-1.24,-0.81,-1.84,-1.01,-0.86,-1.69,-1.05,-0.11,-0.64,0.023
19490902,0.25,0.01,0.02,0.68,0.53,0.8,0.57,-0.58,-0.06,0.022
19490909,0.51,0.09,0.1,0.77,0.85,-0.07,0.61,-0.28,-0.62,0.022
19490916,2.56,3.05,3.18,1.5,2.2,3.08,1.97,0.67,1.1,0.022
19490923,-0.4,0.08,0.08,-0.54,-0.4,0.2,-0.39,0.17,0.61,0.022
19491001,1.4,-0.2,-0.2,-0.09,-0.41,-0.8,-0.3,0.77,-1.15,0.022
19491008,4.33,3,3.62,2.1,2.29,2.75,2.26,1.27,-0.03,0.022
19491015,0.49,0.51,1.46,0.42,0.39,0.5,0.42,0.38,0.52,0.022
19491022,0.28,0.03,-0.34,-0.08,0.08,0.38,0.02,-0.14,-0.08,0.022
19491029,0.9,0.81,0.47,1.5,1.02,1.03,1.24,-0.45,-0.45,0.022
19491105,0.34,1.22,0.31,1.28,1.26,1.74,1.24,-0.81,0.22,0.021
19491112,-0.64,-1.25,-1.47,0.32,-1.15,-1.73,-0.38,-0.27,-1.44,0.021
19491119,1.44,1.44,0.95,1.49,0.82,1.49,1.26,0.01,-0.25,0.021
19491126,-0.94,-0.3,-0.72,-0.4,-0.79,-0.4,-0.51,-0.12,0.11,0.021
19491203,2.05,2.37,4.35,1.78,2.07,3.23,2.05,0.57,1.88,0.022
19491210,1.85,1.12,0.65,0.69,-0.07,0.09,0.48,0.97,-0.9,0.022
19491217,1.84,2.26,2.94,1.48,1.67,2.3,1.63,0.53,0.96,0.022
19491223,0.17,-0.17,-0.48,0.33,-0.09,-0.12,0.08,-0.2,-0.55,0.022
19491231,0.94,0.59,1.46,0.83,-0.15,1.09,0.59,0.41,0.39,0.022
19500107,3.82,4.63,5.66,0.95,2.45,2.93,1.77,2.6,1.91,0.023
19500114,-0.18,-1.2,-1.5,-2.04,-2.18,-1.75,-1.98,1.03,-0.51,0.023
19500121,1.26,0.68,0.5,1.64,0.77,1.68,1.39,-0.55,-0.36,0.023
19500128,1.47,-0.34,-0.56,-0.29,-0.26,-0.08,-0.28,0.4,-0.9,0.023
19500204,1.58,2.15,1.54,2.21,2.71,2.27,2.39,-0.64,0.01,0.021
19500211,0.8,-0.51,-0.99,-0.14,-0.58,-0.8,-0.38,0.27,-1.22,0.021
19500218,1.07,1.37,1.61,0.14,0.59,0.92,0.37,0.8,0.66,0.021
19500225,-0.32,0.35,-0.42,0.18,0.1,0.12,0.14,-0.26,-0.08,0.021
19500304,0.34,0.71,1.18,0.72,0.82,1.06,0.82,-0.12,0.59,0.024
19500311,-1.14,-1.87,-2.17,-0.82,-0.55,-1.11,-0.84,-0.9,-0.66,0.024
19500318,1.56,1.87,1.7,2.1,2.2,2.57,2.1,-0.58,0.3,0.024
19500325,1.21,-0.55,-0.69,1.16,0.5,0.37,0.77,-0.68,-1.34,0.024
19500401,0.11,-1.13,-1.39,-1.18,-1.87,-1.8,-1.49,0.81,-1.06,0.021
19500408,2.15,2.13,2.55,2.84,2.2,2.67,2.57,-0.29,0.12,0.021
19500415,2.29,-0.18,-0.26,0.17,-0.06,-0.49,-0.01,0.74,-1.61,0.021
19500422,1.33,0.92,2.41,0.09,-0.02,1.27,0.21,1.11,1.13,0.021
19500429,-0.26,2.05,1.54,1.01,0.64,1.04,0.87,0.21,0.91,0.021
19500506,-1.14,0.23,1.36,1.24,1.57,1.41,1.26,-1.25,1.33,0.026
19500513,0.55,0.37,-0.14,0.27,0.77,0.05,0.31,-0.1,-0.45,0.026
19500520,1.61,1.73,2.87,2.48,2.83,2.79,2.48,-0.63,0.79,0.026
19500527,-0.82,-0.24,-1.52,-0.09,-0.54,-0.5,-0.32,-0.48,-0.55,0.026
19500602,1.36,0.36,-0.24,0.73,0.07,0.16,0.47,0.17,-1.09,0.024
19500609,1,0.05,0.91,2.07,1.17,1.83,1.64,-1.04,-0.16,0.024
19500616,-1.38,-1.27,-1.67,-1.33,-1.18,-0.79,-1.21,-0.34,0.13,0.024
19500623,1.82,0.91,1.2,0.82,1.51,1.64,1.02,-0.01,0.1,0.024
19500630,-8.38,-7.31,-8.82,-6.93,-7.49,-7.3,-7.25,-0.93,-0.41,0.024
19500707,-0.22,0.06,0.68,-0.57,0.06,0.56,-0.17,0.15,1.01,0.025
19500714,-3.16,-2.88,-0.4,-6.41,-2.39,1.17,-4,0.4,5.17,0.025
19500721,3.32,4.96,8.36,4,5.2,8.19,4.88,-0.25,4.61,0.025
19500728,0.82,1.24,2.38,-0.73,1.25,2.28,0.42,0.55,2.29,0.025
19500804,2.15,1.71,1.85,2.44,1.67,1.18,1.99,0.14,-0.78,0.024
19500811,0.46,1.36,0.04,2.3,1.21,0.5,1.56,-0.72,-1.11,0.024
19500818,1.74,2.52,3.85,2.12,2.34,3.04,2.29,0.2,1.52,0.024
19500825,0.14,-0.04,-0.54,-0.36,-0.4,-1.57,-0.48,0.63,-0.95,0.024
19500901,0.09,0.43,0.43,0.49,0.24,0.57,0.35,-0.12,0.21,0.025
19500908,0.96,0.75,1.43,1.03,1.17,1.26,1.07,-0.11,0.35,0.025
19500915,2.36,2.34,2.88,2.22,2.23,3.72,2.37,-0.19,1.01,0.025
19500922,0.99,0.86,0.83,1.03,0.37,0.88,0.78,0.13,-0.15,0.025
19500929,1.44,0.48,-0.56,0.86,-0.49,-1.94,0.03,0.98,-2.39,0.025
19501007,1.44,2.11,3.69,3.05,2.13,3.88,2.72,-0.6,1.54,0.029
19501014,-1,-0.89,-0.8,-1.73,-1.22,-1.17,-1.39,0.48,0.38,0.029
19501021,2.01,2.04,2.35,1.46,1.04,2.43,1.41,0.49,0.65,0.029
19501028,-1.06,-1.37,-1.61,-1.44,-1.07,-0.83,-1.32,-0.23,0.03,0.029
19501104,-1.29,-1,-1.89,0.23,-0.12,-1.38,-0.23,-0.97,-1.1,0.026
19501110,0.34,0.82,1.33,1.32,1.25,2.16,1.33,-0.75,0.91,0.026
19501118,0.85,0.95,3.61,1.1,1.88,3.13,1.65,-0.23,2.4,0.026
19501125,1.72,2.24,1.85,1.58,2.19,1.35,1.72,0.23,-0.05,0.026
19501202,-2.65,-2.67,-2.59,-3.29,-2.81,-2.65,-3.07,0.28,0.35,0.028
19501209,-0.77,-0.15,2.24,-0.27,-0.41,2.64,0.04,-0.21,2.96,0.028
19501216,0.41,1.02,2.37,0.02,2.17,2.84,1.14,-0.41,2.39,0.028
19501222,3.1,4.24,4.74,2.16,2.16,2.44,2.32,1.77,0.96,0.028
19501230,2.17,1.94,2.12,1.48,2.35,1.64,1.8,0.25,0.06,0.028
19510106,2.54,2.42,3.42,1.56,1.92,3.06,1.93,0.61,1.19,0.031
19510113,1.62,1.48,1.35,1.25,0.8,1.91,1.1,0.16,0.2,0.031
19510120,1.78,1.88,3,0.94,2.05,1.32,1.52,0.78,0.8,0.031
19510127,0.89,0.37,1.79,0.71,-0.15,1.09,0.35,0.47,0.64,0.031
19510203,2.03,2.42,2.6,2.43,2.35,2.88,2.43,-0.21,0.51,0.026
19510210,0.59,0.84,0.95,0.87,1.12,0.51,0.86,-0.04,0,0.026
19510217,-0.18,-0.16,-0.57,0.12,0.47,-1.25,0.04,-0.08,-0.88,0.026
19510224,-0.39,0.01,-0.56,-0.3,-0.49,-1.41,-0.49,0.42,-0.64,0.026
19510303,0.57,-0.38,-0.35,0.45,-0.11,-0.25,-0.01,-0.09,-0.81,0.027
19510310,0.09,-0.14,-0.49,0.17,-0.37,-1.42,-0.15,0.36,-1.09,0.027
19510317,-0.95,-1.79,-2.79,-1.02,-1.64,-2.19,-1.48,-0.23,-1.51,0.027
19510324,-0.97,-1.06,-2.55,-0.46,-0.96,-2.14,-0.89,-0.34,-1.63,0.027
19510331,-0.84,-1.05,-1.27,-0.16,-0.5,-0.35,-0.38,-0.72,-0.31,0.027
19510407,0.89,1.3,2.22,1.3,1.21,2.6,1.37,-0.23,1.31,0.032
19510414,1.56,1.97,3.06,2.06,2.77,2.9,2.36,-0.38,1.17,0.032
19510421,-0.93,-0.37,-0.38,-0.12,-0.7,-0.64,-0.47,-0.07,0.02,0.032
19510428,0.9,0.92,1.95,1.11,2.22,2.25,1.6,-0.6,1.1,0.032
19510505,0.73,0.82,0.66,0.77,1.52,1.78,1.07,-0.62,0.47,0.031
19510512,-0.59,-1.18,-1.26,-1.23,-1.01,-2.16,-1.22,0.46,-0.8,0.031
19510519,-2.31,-2.18,-3.56,-1.99,-2.86,-3.28,-2.48,0.03,-1.27,0.031
19510526,-0.68,-1.02,-1.6,-1.22,-1.62,-2.34,-1.52,0.62,-1.02,0.031
19510601,0.47,0.46,1.63,1.25,2.24,1.83,1.64,-0.92,0.87,0.029
19510608,0.13,0.26,0.45,0.42,0.49,0.29,0.4,-0.12,0.1,0.029
19510615,0.71,0.45,0.8,1.1,3.15,1.38,1.79,-1.22,0.19,0.029
19510622,-1.91,-1.87,-2.93,-1.73,-1.77,-3.3,-1.96,0.03,-1.29,0.029
19510629,-2.5,-3.31,-5.3,-1.84,-2.8,-4.99,-2.67,-0.49,-2.98,0.029
19510706,2.65,2.23,3.61,3.07,2.41,4.04,2.87,-0.34,0.96,0.034
19510713,0.52,0.81,0.68,1.57,0.8,1.41,1.2,-0.59,0,0.034
19510720,0.48,-0.16,-0.21,0.09,0.27,0,0.1,-0.08,-0.39,0.034
19510727,1.46,1.92,3.01,2.08,3.16,3.74,2.66,-0.86,1.6,0.034
19510803,1.78,2.1,1.74,1.64,1.99,2.33,1.81,-0.11,0.33,0.033
19510810,0.26,0.29,-0.28,0.12,-0.09,-0.53,-0.08,0.26,-0.59,0.033
19510817,1.65,1.44,1.75,1.13,1.2,1.83,1.22,0.22,0.4,0.033
19510824,0.2,0.04,-0.52,-0.34,0.16,-1.1,-0.28,0.33,-0.74,0.033
19510831,2.19,1.66,1.8,1.39,1.28,2.31,1.48,0.23,0.26,0.033
19510907,1.26,1.6,1.5,1.45,1.68,2.38,1.61,-0.38,0.59,0.03
19510914,1.19,1.34,1.46,0.94,0.49,1.19,0.83,0.46,0.26,0.03
19510921,0.53,0.04,0.04,-1.31,-1.25,-1.41,-1.22,1.53,-0.3,0.03
19510928,-0.59,-0.12,-0.2,-0.45,-0.5,-0.73,-0.51,0.26,0.05,0.03
19511006,2.55,2.68,3.42,1.46,2.03,3.02,1.89,0.71,1.22,0.039
19511013,0.6,0.14,0.04,-0.35,0.26,0.08,-0.09,0.26,-0.07,0.039
19511020,-3.55,-2.39,-3.98,-2.83,-2.33,-4.07,-2.88,-0.23,-0.84,0.039
19511027,-2.76,-2.75,-3.56,-3.92,-2.3,-3.15,-3.27,0.1,-0.02,0.039
19511103,0.52,-0.1,-0.19,0.81,1.5,0.28,0.96,-0.79,-0.62,0.027
19511110,0.72,0.84,1.06,1.09,0.73,1.8,0.99,-0.34,0.52,0.027
19511117,-0.22,0.12,0.38,-0.14,0.14,0.05,-0.05,0.08,0.39,0.027
19511124,-1.36,-1.47,-2.23,-1.72,-2.33,-2.22,-2.02,0.4,-0.69,0.027
19511201,2.1,2.25,2.69,3,2.92,3.34,2.88,-0.74,0.47,0.031
19511208,0.59,1.36,1.22,2.51,1.6,1.69,2,-0.88,-0.1,0.031
19511215,0.2,-0.27,-0.83,0.02,0.14,-1.28,-0.12,0.07,-1.17,0.031
19511222,-0.17,-0.41,-0.12,0.26,0.67,0.68,0.33,-0.77,0.23,0.031
19511229,0.35,0.13,0.2,0.79,0.64,0.16,0.58,-0.3,-0.39,0.031
19520105,1.31,1.33,1.55,0.76,0.67,1.34,0.81,0.47,0.41,0.039
19520112,0.01,-0.33,-0.56,0.32,1,1.13,0.56,-1.11,0.12,0.039
19520119,0.6,0.29,1.31,0.4,1.18,2.29,0.87,-0.56,1.3,0.039
19520126,0.5,1.11,-0.23,0.71,1.67,0.05,0.89,-0.35,-0.7,0.039
19520202,-0.07,-0.21,-0.08,-0.61,-0.42,-0.25,-0.46,0.31,0.18,0.029
19520209,0.31,0.12,0.2,-0.03,-0.51,-1.07,-0.34,0.74,-0.58,0.029
19520216,-1.18,-0.86,-1.23,-1.34,-1.31,-1,-1.3,0.13,0.15,0.029
19520223,-1.9,-1.72,-1.42,-2.05,-2.14,-1.44,-2.02,0.19,0.55,0.029
19520301,0.39,0.1,-0.36,0.44,0.02,-0.58,0.14,0.08,-0.88,0.027
19520308,1.26,1.34,2.45,2.24,2.24,3.84,2.29,-1.09,1.39,0.027
19520315,-0.59,0.17,-0.26,0.53,0.94,-0.14,0.48,-0.67,-0.17,0.027
19520322,-0.03,0.12,0.13,0.08,0.07,0.91,0.13,-0.28,0.49,0.027
19520329,0.6,0.36,1.1,1.31,1.28,2,1.31,-0.84,0.59,0.027
19520405,-1.29,-0.88,-1.33,-1.12,-1.45,-1.85,-1.35,0.31,-0.38,0.029
19520412,-0.13,-0.04,0.27,-0.12,0.29,-0.02,0.01,-0.02,0.25,0.029
19520419,-1.78,-1.79,-2.01,-1.99,-2.73,-2.78,-2.35,0.64,-0.51,0.029
19520426,-0.47,-0.67,0.67,-0.03,-0.18,0.69,-0.06,-0.32,0.93,0.029
19520503,-0.54,-0.69,-1.31,-0.42,0.33,-0.52,-0.24,-0.64,-0.44,0.033
19520510,1.02,0.9,1.14,1.8,1.04,1.31,1.39,-0.36,-0.18,0.033
19520517,0.01,-0.98,-0.61,-0.42,-0.57,-1.14,-0.59,0.19,-0.67,0.033
19520524,0.91,1.43,1.7,1.52,1.42,1.8,1.47,-0.23,0.53,0.033
19520529,-0.54,0,-0.01,-0.05,-0.29,0.2,-0.13,-0.14,0.39,0.033
19520606,0.91,1.17,1.4,1.53,1.38,2.48,1.53,-0.64,0.72,0.037
19520613,0.47,0.29,0.35,0.67,0.72,0.11,0.54,-0.13,-0.34,0.037
19520620,0.04,0.66,0.51,0.77,0.63,0.23,0.6,-0.14,-0.03,0.037
19520627,-0.07,0.65,0.56,0.53,0.94,1.4,0.75,-0.58,0.75,0.037
19520703,0.83,0.7,0.58,0.86,0.69,0.42,0.7,0.05,-0.35,0.038
19520711,0.02,-0.4,-0.26,-0.31,-0.22,-0.17,-0.3,0.02,-0.07,0.038
19520718,-0.91,-0.28,-0.44,-0.61,-0.43,-0.46,-0.56,-0.04,0.31,0.038
19520725,1.06,1.17,0.49,1.15,0.73,0.94,0.93,-0.04,-0.4,0.038
19520801,0.33,0.73,0.05,0.5,0.56,1.21,0.54,-0.39,0.21,0.037
19520808,0.33,0.66,0.29,0.35,0.38,0.12,0.3,0.14,-0.13,0.037
19520815,-0.16,-0.29,-0.58,-0.97,-0.93,-0.69,-0.91,0.52,-0.07,0.037
19520822,-0.65,-0.22,-0.49,-0.65,-0.49,-1.23,-0.66,0.34,-0.22,0.037
19520829,0.44,0.64,0.93,0.32,0.64,0.99,0.44,0.03,0.58,0.037
19520905,0.8,0.38,-0.1,0.47,0.44,-0.18,0.33,0.12,-0.78,0.041
19520912,-1.17,-1.31,-1.65,-1.96,-1.86,-2.49,-1.99,0.73,-0.5,0.041
19520919,-0.04,0.01,0.17,-0.35,-0.07,-0.31,-0.26,0.29,0.12,0.041
19520926,1.22,0.65,0.15,0.53,0.29,1.46,0.48,-0.09,-0.06,0.041
19521003,-0.91,-0.68,-1.1,-1.05,-0.88,-1.16,-1.05,0.13,-0.15,0.035
19521010,0.54,0.21,0.28,0.57,-0.11,0.23,0.27,0.12,-0.3,0.035
19521017,-1.11,-1.56,-1.58,-1.34,-1.09,-1.19,-1.3,-0.21,-0.16,0.035
19521024,-0.84,-0.56,-1.15,-0.79,-0.34,-1.21,-0.72,-0.07,-0.36,0.035
19521031,1.04,0.47,0.79,1.56,1.54,2.13,1.55,-0.98,0.16,0.035
19521107,1.27,0.84,0.86,2.26,1.72,1.19,1.87,-0.73,-0.75,0.026
19521114,0.55,0.3,0.12,-0.07,0.02,-0.46,-0.06,0.49,-0.41,0.026
19521121,2.05,2.6,3,2.12,1.92,3.65,2.19,-0.01,1.24,0.026
19521128,1.58,1.75,1.97,1.79,1.71,3.18,1.86,-0.46,0.89,0.026
19521205,0.01,-0.06,0.1,0.09,0.6,-0.08,0.18,-0.19,-0.04,0.041
19521212,0.89,0.71,0.34,1.47,0.68,1.78,1.18,-0.66,-0.12,0.041
19521219,-0.2,-0.12,0.54,0.44,0.02,1.16,0.33,-0.47,0.73,0.041
19521226,0.07,0.32,0.95,0.14,0.67,-0.02,0.26,0.19,0.36,0.041
19530102,1.77,1.68,0.78,0.82,1.14,1.69,0.98,0.19,-0.06,0.04
19530109,0.22,0.73,0.57,-1.63,-1.15,-0.82,-1.3,1.71,0.58,0.04
19530116,0.66,0.38,0.65,-0.37,-0.13,-0.23,-0.27,0.81,0.06,0.04
